Names,Price,Reviews,Link
Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,"₹1,598
₹3,699 (57% off)",7,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDA1Mjc3NDc4ODg3OTM5OjE2NzU0Mjg5MTY6c3BfYnRmOjIwMDgwOTQ2OTc5NDk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T7PD7T%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428916%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue,Pack of 1)","₹999
₹2,999 (67% off)",108,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfYXRmX25leHQ6MjAwOTc5NzUxMzc2OTg6OjA6Og&url=%2FTYPIFY%25C2%25AE-Polyester-College-Preppy-Backpack%2Fdp%2FB0BNBTNWHS%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),"₹1,000
₹1,900 (47% off)","2,764",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfYXRmX25leHQ6MjAwOTc1Nzk1MDE4OTg6OjA6Og&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B68Y7H6F%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
BROGBUS Leather Men Bag Business Messenger,"₹999
₹1,999 (50% off)","1,482",https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-67
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","₹819
₹2,499 (67% off)","6,184",https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-68
The Clownfish Maverick Backpack 40 liters |15.6 inch Laptop Backpack | Travel Bag,"₹349
₹699 (50% off)",12,https://www.amazon.in/Priority-Spider-ltrs-School-Backpack/dp/B0849MZF6Q/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-69
American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002),"₹1,900","8,802",https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-70
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port","₹376
₹999 (62% off)","2,372",https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FKXCJNQ/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-71
Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,"₹549-
₹999","2,472",https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-72
"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls","₹1,516
₹4,849 (69% off)","1,065",https://www.amazon.in/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-73
ALIZA Women's Tote Bag,"₹471
₹999 (53% off)",367,https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-74
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"₹989
₹1,499 (34% off)",12,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfbXRmOjIwMTA3MTA1MzkxNDk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft Travel Backpack,"₹1,900
₹2,500 (24% off)",740,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfbXRmOjIwMTA4NzEyODcwNjk4OjowOjo&url=%2FClownfish-Victor-Leather-Backpack-Laptops%2Fdp%2FB07PHSQ1SJ%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,"₹1,399
₹3,990 (65% off)","8,512",https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-77
"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)","₹3,899
₹7,900 (51% off)","9,821",https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-78
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & A. Blue 212),"₹489
₹2,000 (76% off)","53,070",https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-79
"Wenger Quadma ML 16 Inch Laptop Backpack in Black (22 Litres)-blend of style & function, Swiss designed, 612019","₹1,011
₹1,790 (44% off)","2,867",https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-80
Afco Bags 40Liters Lightweight Fashionable Printed Casual College bags Best Laptop Backpacks Stylish School/College/Office/Travel Backpack For Men & Women,"₹684
48
₹2,339 (71% off)","7,630",https://www.amazon.in/ALIZA-Womens-Tote-Bag-Black/dp/B08JJ8RQNR/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-81
"House of Quirk Hanging Travel Toiletry Bag, Waterproof Dopp Kit for Shaving Makeup Accessories, Men Cosmetic Organizer with Large Capacity, for Gym, Camping - Black","₹403
₹1,490 (73% off)","3,184",https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-82
Lavie Women's Nova Tote Bag | Ladies Purse Handbag,"₹1,695
₹1,999 (15% off)","1,258",https://www.amazon.in/Swisslook-Polyester-15-6-inch-Backpack-Waterproof/dp/B07XYTZP4Z/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-83
F Gear Luxur Brown 25 liter Laptop Backpack (2404),"₹2,849-
₹2,999","5,923",https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675428921&sprefix=ba%2Caps%2C283&sr=8-84
Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,"₹249
₹498 (50% off)","1,567",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfYnRmOjIwMDM2NjU1MDM2MjA0OjowOjo&url=%2FFATMUG-Laptop-Bag-Men-Convertible%2Fdp%2FB084LF4RT5%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black","₹1,499
₹2,999 (50% off)","7,643",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMzg0OTM0OTcxMjk2NTcwOjE2NzU0Mjg5MjE6c3BfYnRmOjIwMTA3NTYzMDUxMTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB07MJZGXBP%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428921%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),"₹1,424
₹3,200 (56% off)","12,806",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9hdGZfbmV4dDoyMDA1ODE0Mzg3NTE5ODo6MDo6&url=%2FWenger-Backpack-function-designed-612019%2Fdp%2FB09KV8PG66%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps,"₹799-
₹900",13,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9hdGZfbmV4dDoyMDA5MjU0MTk1MjQ5ODo6MDo6&url=%2FAfco-Bags-Lightweight-Fashionable-Backpacks%2Fdp%2FB0BLP28FW7%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
American Tourister Jamaica 80CM Wine RED Soft Suitcase,"₹1,912
₹2,250 (15% off)",3,https://www.amazon.in/House-Quirk-Hanging-Toiletry-Organizer/dp/B072MH8KBB/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-83
Cosmus ACE Casual Grey 45 cm 22 Ltr Laptop Backpack Bag,"₹549
₹1,499 (63% off)","1,922",https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-84
EUME Iris 23 LTR Laptop Backpack for 14 inch Laptop - Blue Series,"₹399
₹999 (60% off)","7,319",https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-85
"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs","₹824
₹2,499 (67% off)","16,291",https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-86
"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)","₹1,099
₹2,580 (57% off)","2,428",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-87
Gear Casual Backpack,"₹1,199",343,https://www.amazon.in/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-88
Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),"₹589
₹1,799 (67% off)","9,233",https://www.amazon.in/HP-Lightweight-300-Grey-Backpack/dp/B08CY44PVD/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-89
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 2 Compartments Bag | Travel Purse Hobo Bag | 4 Pockets Shoulder Bag,"₹565
₹1,199 (53% off)",928,https://www.amazon.in/American-Tourister-27O-70-003/dp/B073XL19QZ/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-90
F Gear Enzo Sports Waist Bag (.Red),"₹849
₹1,579 (46% off)",67,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9tdGY6MjAwNTYxMDY3NDYzMDY6OjA6Og&url=%2FCosmus-Casual-Grey-Laptop-Backpack%2Fdp%2FB08R7LWTHT%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
ADISA Women's Sling Bag,"₹1,002
₹2,499 (60% off)","5,236",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9tdGY6MjAwOTc4MjMzMzAwOTg6OjA6Og&url=%2FEUME-Laptop-Backpack-Resistance-Charging%2Fdp%2FB07G13F54G%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
ADISA Women's Sling Bag,"₹5,499
₹10,800 (49% off)",120,https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-93
FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),"₹718
₹1,615 (56% off)",137,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-94
"GoHustle Business Class Convertible Laptop Backpack Bag | Waterproof Raincover | 30L, Upto 17 inch laptop bag, Keyholder & Organizer, Black Color","₹2,038
₹5,169 (61% off)",442,https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-95
"Wenger CITY TRAVELER Laptop Backpack for 16 Inch Laptop & 12 Inch Tablet Pocket, Doubles as an overnighter in Black (16 Litre)-blend of style & function, Swiss designed, 606490","₹115
₹148 (22% off)","1,567",https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-96
"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","₹1,499
₹2,999 (50% off)","2,040",https://www.amazon.in/Fostelo-Style-Diva-Womens-Handbag/dp/B00Z0NMFKU/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-97
ADISA Women's Sling Bag,"₹429
₹999 (57% off)","4,862",https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-98
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,"₹512
₹1,499 (66% off)","6,992",https://www.amazon.in/ADISA-SL5013-black-women-girls/dp/B07DVM41CW/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-99
VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),"₹498
₹2,799 (82% off)",751,https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675428927&sprefix=ba%2Caps%2C283&sr=8-100
Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),"₹197
₹740 (73% off)","2,083",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9idGY6MjAwMzY2NTUwNjYyMDQ6OjA6Og&url=%2FFATMUG-Laptop-Bag-Men-Convertible%2Fdp%2FB084LFX8ZZ%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,"₹495
₹1,499 (67% off)","2,561",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjQ0MTc3MDQzNjUyODk6MTY3NTQyODkyNzpzcF9idGY6MjAwOTYxMzM3MzUxOTg6OjA6Og&url=%2FGoHustle-Business-Class-Convertible-Waterproof%2Fdp%2FB0BM99GZ2K%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428927%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)","₹575
₹1,499 (62% off)","1,567",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfYXRmX25leHQ6MjAwNTgxNDM4NzQyOTg6OjA6Og&url=%2FWenger-Black-Laptop-Backpack-606490%2Fdp%2FB07QJGLHH5%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),"₹1,499
₹2,999 (50% off)",7,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzE4OTg6OjA6Og&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue","₹1,650
₹2,990 (45% off)",328,https://www.amazon.in/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-99
Urban Tribe Amigo Backpack 15.6 Inch| Water Repellent |31 litres | Laptop Backpack for Men and Women,"₹1,598
₹3,699 (57% off)",77,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-100
TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,"₹7,450",21,https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-101
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"₹1,600
₹2,600 (38% off)","2,561",https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-102
Baggit Women's Sling Bag (Grey),"₹575
₹1,499 (62% off)",385,https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-103
"Genie Unicorn School Bags for Girls - 3 compartments | Stylish and Trendy College Bag for Girls | Easy to Carry Backpacks for Women, Unicorn design. Latest Collection. (Pink)","₹639
₹1,199 (47% off)",335,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-104
Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),"₹899
₹2,625 (66% off)",12,https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-105
Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,"₹1,900",365,https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-106
HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),"₹2,239
₹3,199 (30% off)",55,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfbXRmOjIwMTA0MTQwMjYzMzk4OjowOjo&url=%2FUrban-Backpack-Repellent-litres-Laptop%2Fdp%2FB08X2FD3T8%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),"₹999
₹1,999 (50% off)","1,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfbXRmOjIwMTEwMDgyMjQxNjk4OjowOjo&url=%2Fbg1905-Capacity-Laptop-Travelling-Backpack%2Fdp%2FB082MKHDJ1%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
PALAY Women's Small Cross-Body Phone Bag Stylish PU Leather Mobile Cell Phone Holder Pocket Purse Wallet Sling Bag Mini Shoulder Bags,"₹549
₹1,799 (69% off)","6,050",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-109
COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,"₹999
₹1,999 (50% off)","6,468",https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-110
HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),"₹499
₹999 (50% off)",585,https://www.amazon.in/Genie-Unicorn-School-Bags-Girls/dp/B09N9LYY8X/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-111
